18.78,13.569,20.58
18.78,13.561,20.58
18.78,13.553,20.58
18.78,13.545,20.58
18.78,13.537,20.58
18.78,13.529,20.58
18.78,13.521,20.58
18.78,13.513,20.58
18.78,13.505,20.58
18.78,13.497,20.58
18.78,13.489,20.58
18.78,13.481,20.58
18.78,13.473,20.58
18.78,13.465,20.58
18.78,13.457,20.58
18.78,13.449,20.58
18.78,13.441,20.58
18.78,13.433,20.58
18.78,13.425,20.58
18.78,13.417,20.58
18.78,13.409,20.58
18.78,13.401,20.58
18.78,13.393,20.58
18.78,13.385,20.58
18.78,13.377,20.58
18.78,13.369,20.58
18.78,13.361,20.58
18.78,13.353,20.58
18.78,13.345,20.58
18.78,13.337,20.58
18.78,13.329,20.58
18.78,13.321,20.58
18.78,13.313,20.58
18.78,13.305,20.58
18.78,13.297,20.58
18.78,13.289,20.58
18.78,13.281,20.58
18.78,13.273,20.58
18.78,13.265,20.58
18.78,13.257,20.58
18.78,13.249,20.58
18.78,13.241,20.58
18.78,13.233,20.58
18.78,13.225,20.58
18.78,13.217,20.58
18.78,13.209,20.58
18.78,13.201,20.58
18.78,13.193,20.58
18.78,13.185,20.58
18.78,13.177,20.58
18.78,13.169,20.58
18.78,13.161,20.58
18.78,13.153,20.58
18.78,13.145,20.58
18.78,13.137,20.58
18.78,13.129,20.58
18.78,13.121,20.58
18.78,13.113,20.58
18.78,13.105,20.58
18.78,13.097,20.58
18.78,13.089,20.58
18.78,13.081,20.58
18.78,13.073,20.58
18.78,13.065,20.58
18.78,13.057,20.58
18.78,13.049,20.58
18.78,13.041,20.58
18.78,13.033,20.58
18.78,13.025,20.58
18.78,13.017,20.58
18.78,13.009,20.58
18.78,13.001,20.58
18.78,12.993,20.58
18.78,12.985,20.58
18.78,12.977,20.58
18.78,12.969,20.58
18.78,12.961,20.58
18.78,12.953,20.58
18.78,12.945,20.58
18.78,12.937,20.58
18.78,12.929,20.58
18.78,12.921,20.58
18.78,12.913,20.58
18.78,12.905,20.58
18.78,12.897,20.58
18.78,12.889,20.58
18.78,12.881,20.58
18.78,12.873,20.58
18.78,12.865,20.58
18.78,12.857,20.58
18.78,12.849,20.58
18.78,12.841,20.58
18.78,12.833,20.58
18.78,12.825,20.58
18.78,12.817,20.58
18.78,12.809,20.58
18.78,12.801,20.58
18.78,12.793,20.58
18.78,12.785,20.58
18.78,12.777,20.58
18.78,12.769,20.58
19.28,13.569,20.58
19.28,13.561,20.58
19.28,13.553,20.58
19.28,13.545,20.58
19.28,13.537,20.58
19.28,13.529,20.58
19.28,13.521,20.58
19.28,13.513,20.58
19.28,13.505,20.58
19.28,13.497,20.58
19.28,13.489,20.58
19.28,13.481,20.58
19.28,13.473,20.58
19.28,13.465,20.58
19.28,13.457,20.58
19.28,13.449,20.58
19.28,13.441,20.58
19.28,13.433,20.58
19.28,13.425,20.58
19.28,13.417,20.58
19.28,13.409,20.58
19.28,13.401,20.58
19.28,13.393,20.58
19.28,13.385,20.58
19.28,13.377,20.58
19.28,13.369,20.58
19.28,13.361,20.58
19.28,13.353,20.58
19.28,13.345,20.58
19.28,13.337,20.58
19.28,13.329,20.58
19.28,13.321,20.58
19.28,13.313,20.58
19.28,13.305,20.58
19.28,13.297,20.58
19.28,13.289,20.58
19.28,13.281,20.58
19.28,13.273,20.58
19.28,13.265,20.58
19.28,13.257,20.58
19.28,13.249,20.58
19.28,13.241,20.58
19.28,13.233,20.58
19.28,13.225,20.58
19.28,13.217,20.58
19.28,13.209,20.58
19.28,13.201,20.58
19.28,13.193,20.58
19.28,13.185,20.58
19.28,13.177,20.58
19.28,13.169,20.58
19.28,13.161,20.58
19.28,13.153,20.58
19.28,13.145,20.58
19.28,13.137,20.58
19.28,13.129,20.58
19.28,13.121,20.58
19.28,13.113,20.58
19.28,13.105,20.58
19.28,13.097,20.58
19.28,13.089,20.58
19.28,13.081,20.58
19.28,13.073,20.58
19.28,13.065,20.58
19.28,13.057,20.58
19.28,13.049,20.58
19.28,13.041,20.58
19.28,13.033,20.58
19.28,13.025,20.58
19.28,13.017,20.58
19.28,13.009,20.58
19.28,13.001,20.58
19.28,12.993,20.58
19.28,12.985,20.58
19.28,12.977,20.58
19.28,12.969,20.58
19.28,12.961,20.58
19.28,12.953,20.58
19.28,12.945,20.58
19.28,12.937,20.58
19.28,12.929,20.58
19.28,12.921,20.58
19.28,12.913,20.58
19.28,12.905,20.58
19.28,12.897,20.58
19.28,12.889,20.58
19.28,12.881,20.58
19.28,12.873,20.58
19.28,12.865,20.58
19.28,12.857,20.58
19.28,12.849,20.58
19.28,12.841,20.58
19.28,12.833,20.58
19.28,12.825,20.58
19.28,12.817,20.58
19.28,12.809,20.58
19.28,12.801,20.58
19.28,12.793,20.58
19.28,12.785,20.58
19.28,12.777,20.58
19.28,12.769,20.58
19.78,13.569,20.58
19.78,13.561,20.58
19.78,13.553,20.58
19.78,13.545,20.58
19.78,13.537,20.58
19.78,13.529,20.58
19.78,13.521,20.58
19.78,13.513,20.58
19.78,13.505,20.58
19.78,13.497,20.58
19.78,13.489,20.58
19.78,13.481,20.58
19.78,13.473,20.58
19.78,13.465,20.58
19.78,13.457,20.58
19.78,13.449,20.58
19.78,13.441,20.58
19.78,13.433,20.58
19.78,13.425,20.58
19.78,13.417,20.58
19.78,13.409,20.58
19.78,13.401,20.58
19.78,13.393,20.58
19.78,13.385,20.58
19.78,13.377,20.58
19.78,13.369,20.58
19.78,13.361,20.58
19.78,13.353,20.58
19.78,13.345,20.58
19.78,13.337,20.58
19.78,13.329,20.58
19.78,13.321,20.58
19.78,13.313,20.58
19.78,13.305,20.58
19.78,13.297,20.58
19.78,13.289,20.58
19.78,13.281,20.58
19.78,13.273,20.58
19.78,13.265,20.58
19.78,13.257,20.58
19.78,13.249,20.58
19.78,13.241,20.58
19.78,13.233,20.58
19.78,13.225,20.58
19.78,13.217,20.58
19.78,13.209,20.58
19.78,13.201,20.58
19.78,13.193,20.58
19.78,13.185,20.58
19.78,13.177,20.58
19.78,13.169,20.58
19.78,13.161,20.58
19.78,13.153,20.58
19.78,13.145,20.58
19.78,13.137,20.58
19.78,13.129,20.58
19.78,13.121,20.58
19.78,13.113,20.58
19.78,13.105,20.58
19.78,13.097,20.58
19.78,13.089,20.58
19.78,13.081,20.58
19.78,13.073,20.58
19.78,13.065,20.58
19.78,13.057,20.58
19.78,13.049,20.58
19.78,13.041,20.58
19.78,13.033,20.58
19.78,13.025,20.58
19.78,13.017,20.58
19.78,13.009,20.58
19.78,13.001,20.58
19.78,12.993,20.58
19.78,12.985,20.58
19.78,12.977,20.58
19.78,12.969,20.58
19.78,12.961,20.58
19.78,12.953,20.58
19.78,12.945,20.58
19.78,12.937,20.58
19.78,12.929,20.58
19.78,12.921,20.58
19.78,12.913,20.58
19.78,12.905,20.58
19.78,12.897,20.58
19.78,12.889,20.58
19.78,12.881,20.58
19.78,12.873,20.58
19.78,12.865,20.58
19.78,12.857,20.58
19.78,12.849,20.58
19.78,12.841,20.58
19.78,12.833,20.58
19.78,12.825,20.58
19.78,12.817,20.58
19.78,12.809,20.58
19.78,12.801,20.58
19.78,12.793,20.58
19.78,12.785,20.58
19.78,12.777,20.58
19.78,12.769,20.58
20.28,13.569,20.58
20.28,13.561,20.58
20.28,13.553,20.58
20.28,13.545,20.58
20.28,13.537,20.58
20.28,13.529,20.58
20.28,13.521,20.58
20.28,13.513,20.58
20.28,13.505,20.58
20.28,13.497,20.58
20.28,13.489,20.58
20.28,13.481,20.58
20.28,13.473,20.58
20.28,13.465,20.58
20.28,13.457,20.58
20.28,13.449,20.58
20.28,13.441,20.58
20.28,13.433,20.58
20.28,13.425,20.58
20.28,13.417,20.58
20.28,13.409,20.58
20.28,13.401,20.58
20.28,13.393,20.58
20.28,13.385,20.58
20.28,13.377,20.58
20.28,13.369,20.58
20.28,13.361,20.58
20.28,13.353,20.58
20.28,13.345,20.58
20.28,13.337,20.58
20.28,13.329,20.58
20.28,13.321,20.58
20.28,13.313,20.58
20.28,13.305,20.58
20.28,13.297,20.58
20.28,13.289,20.58
20.28,13.281,20.58
20.28,13.273,20.58
20.28,13.265,20.58
20.28,13.257,20.58
20.28,13.249,20.58
20.28,13.241,20.58
